Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 56, 56, 2384, 2384
0, 1, 10000, 10000, 56, 56, 12384, 12384
0, 2, 20000, 20000, 56, 56, 22384, 22384
0, 3, 30000, 30000, 56, 56, 32384, 32384
0, 4, 40000, 40000, 56, 56, 42384, 42384
0, 5, 50000, 50000, 56, 56, 52384, 52384
0, 6, 60000, 60000, 56, 56, 62384, 62384
0, 7, 70000, 70000, 56, 56, 72384, 72384
0, 8, 80000, 80000, 56, 56, 82384, 82384
0, 9, 90000, 90000, 56, 56, 92384, 92384
0, 10, 100000, 100000, 56, 56, 102384, 102384
0, 11, 110000, 110000, 56, 56, 112384, 112384
0, 12, 120000, 120000, 56, 56, 122384, 122384
0, 13, 130000, 130000, 56, 56, 132384, 132384
0, 14, 140000, 140000, 56, 56, 142384, 142384
0, 15, 150000, 150000, 56, 56, 152384, 152384
0, 16, 160000, 160000, 56, 56, 162384, 162384
0, 17, 170000, 170000, 56, 56, 172384, 172384
0, 18, 180000, 180000, 56, 56, 182384, 182384
0, 19, 190000, 190000, 56, 56, 192384, 192384
0, 20, 200000, 200000, 56, 56, 202384, 202384
0, 21, 210000, 210000, 56, 56, 212384, 212384
0, 22, 220000, 220000, 56, 56, 222384, 222384
0, 23, 230000, 230000, 56, 56, 232384, 232384
0, 24, 240000, 240000, 56, 56, 242384, 242384
0, 25, 250000, 250000, 56, 56, 252384, 252384
0, 26, 260000, 260000, 56, 56, 262384, 262384
0, 27, 270000, 270000, 56, 56, 272384, 272384
0, 28, 280000, 280000, 56, 56, 282384, 282384
0, 29, 290000, 290000, 56, 56, 292384, 292384
0, 30, 300000, 300000, 56, 56, 302384, 302384
0, 31, 310000, 310000, 56, 56, 312384, 312384
0, 32, 320000, 320000, 56, 56, 322384, 322384
0, 33, 330000, 330000, 56, 56, 332384, 332384
0, 34, 340000, 340000, 56, 56, 342384, 342384
0, 35, 350000, 350000, 56, 56, 352384, 352384
0, 36, 360000, 360000, 56, 56, 362384, 362384
0, 37, 370000, 370000, 56, 56, 372384, 372384
0, 38, 380000, 380000, 56, 56, 382384, 382384
0, 39, 390000, 390000, 56, 56, 392384, 392384
0, 40, 400000, 400000, 56, 56, 402384, 402384
0, 41, 410000, 410000, 56, 56, 412384, 412384
0, 42, 420000, 420000, 56, 56, 422384, 422384
0, 43, 430000, 430000, 56, 56, 432384, 432384
0, 44, 440000, 440000, 56, 56, 442384, 442384
0, 45, 450000, 450000, 56, 56, 452384, 452384
0, 46, 460000, 460000, 56, 56, 462384, 462384
0, 47, 470000, 470000, 56, 56, 472384, 472384
0, 48, 480000, 480000, 56, 56, 482384, 482384
0, 49, 490000, 490000, 56, 56, 492384, 492384
0, 50, 500000, 500000, 56, 56, 502384, 502384
0, 51, 510000, 510000, 56, 56, 512384, 512384
0, 52, 520000, 520000, 56, 56, 522384, 522384
0, 53, 530000, 530000, 56, 56, 532384, 532384
0, 54, 540000, 540000, 56, 56, 542384, 542384
0, 55, 550000, 550000, 56, 56, 552384, 552384
0, 56, 560000, 560000, 56, 56, 562384, 562384
0, 57, 570000, 570000, 56, 56, 572384, 572384
0, 58, 580000, 580000, 56, 56, 582384, 582384
0, 59, 590000, 590000, 56, 56, 592384, 592384
0, 60, 600000, 600000, 56, 56, 602384, 602384
0, 61, 610000, 610000, 56, 56, 612384, 612384
0, 62, 620000, 620000, 56, 56, 622384, 622384
0, 63, 630000, 630000, 56, 56, 632384, 632384
0, 64, 640000, 640000, 56, 56, 642384, 642384
0, 65, 650000, 650000, 56, 56, 652384, 652384
0, 66, 660000, 660000, 56, 56, 662384, 662384
0, 67, 670000, 670000, 56, 56, 672384, 672384
0, 68, 680000, 680000, 56, 56, 682384, 682384
0, 69, 690000, 690000, 56, 56, 692384, 692384
0, 70, 700000, 700000, 56, 56, 702384, 702384
0, 71, 710000, 710000, 56, 56, 712384, 712384
0, 72, 720000, 720000, 56, 56, 722384, 722384
0, 73, 730000, 730000, 56, 56, 732384, 732384
0, 74, 740000, 740000, 56, 56, 742384, 742384
0, 75, 750000, 750000, 56, 56, 752384, 752384
0, 76, 760000, 760000, 56, 56, 762384, 762384
0, 77, 770000, 770000, 56, 56, 772384, 772384
0, 78, 780000, 780000, 56, 56, 782384, 782384
0, 79, 790000, 790000, 56, 56, 792384, 792384
0, 80, 800000, 800000, 56, 56, 802384, 802384
0, 81, 810000, 810000, 56, 56, 812384, 812384
0, 82, 820000, 820000, 56, 56, 822384, 822384
0, 83, 830000, 830000, 56, 56, 832384, 832384
0, 84, 840000, 840000, 56, 56, 842384, 842384
0, 85, 850000, 850000, 56, 56, 852384, 852384
0, 86, 860000, 860000, 56, 56, 862384, 862384
0, 87, 870000, 870000, 56, 56, 872384, 872384
0, 88, 880000, 880000, 56, 56, 882384, 882384
0, 89, 890000, 890000, 56, 56, 892384, 892384
0, 90, 900000, 900000, 56, 56, 902384, 902384
0, 91, 910000, 910000, 56, 56, 912384, 912384
0, 92, 920000, 920000, 56, 56, 922384, 922384
0, 93, 930000, 930000, 56, 56, 932384, 932384
0, 94, 940000, 940000, 56, 56, 942384, 942384
0, 95, 950000, 950000, 56, 56, 952384, 952384
0, 96, 960000, 960000, 56, 56, 962384, 962384
0, 97, 970000, 970000, 56, 56, 972384, 972384
0, 98, 980000, 980000, 56, 56, 982384, 982384
0, 99, 990000, 990000, 56, 56, 992384, 992384
0, 100, 1000000, 1000000, 56, 56, 1002384, 1002384
0, 101, 1010000, 1010000, 56, 56, 1012384, 1012384
0, 102, 1020000, 1020000, 56, 56, 1022384, 1022384
0, 103, 1030000, 1030000, 56, 56, 1032384, 1032384
0, 104, 1040000, 1040000, 56, 56, 1042384, 1042384
0, 105, 1050000, 1050000, 56, 56, 1052384, 1052384
0, 106, 1060000, 1060000, 56, 56, 1062384, 1062384
0, 107, 1070000, 1070000, 56, 56, 1072384, 1072384
0, 108, 1080000, 1080000, 56, 56, 1082384, 1082384
0, 109, 1090000, 1090000, 56, 56, 1092384, 1092384
0, 110, 1100000, 1100000, 56, 56, 1102384, 1102384
0, 111, 1110000, 1110000, 56, 56, 1112384, 1112384
0, 112, 1120000, 1120000, 56, 56, 1122384, 1122384
0, 113, 1130000, 1130000, 56, 56, 1132384, 1132384
0, 114, 1140000, 1140000, 56, 56, 1142384, 1142384
0, 115, 1150000, 1150000, 56, 56, 1152384, 1152384
0, 116, 1160000, 1160000, 56, 56, 1162384, 1162384
0, 117, 1170000, 1170000, 56, 56, 1172384, 1172384
0, 118, 1180000, 1180000, 56, 56, 1182384, 1182384
0, 119, 1190000, 1190000, 56, 56, 1192384, 1192384
0, 120, 1200000, 1200000, 56, 56, 1202384, 1202384
0, 121, 1210000, 1210000, 56, 56, 1212384, 1212384
0, 122, 1220000, 1220000, 56, 56, 1222384, 1222384
0, 123, 1230000, 1230000, 56, 56, 1232384, 1232384
0, 124, 1240000, 1240000, 56, 56, 1242384, 1242384
0, 125, 1250000, 1250000, 56, 56, 1252384, 1252384
0, 126, 1260000, 1260000, 56, 56, 1262384, 1262384
0, 127, 1270000, 1270000, 56, 56, 1272384, 1272384
0, 128, 1280000, 1280000, 56, 56, 1282384, 1282384
0, 129, 1290000, 1290000, 56, 56, 1292384, 1292384
0, 130, 1300000, 1300000, 56, 56, 1302384, 1302384
0, 131, 1310000, 1310000, 56, 56, 1312384, 1312384
0, 132, 1320000, 1320000, 56, 56, 1322384, 1322384
0, 133, 1330000, 1330000, 56, 56, 1332384, 1332384
0, 134, 1340000, 1340000, 56, 56, 1342384, 1342384
0, 135, 1350000, 1350000, 56, 56, 1352384, 1352384
0, 136, 1360000, 1360000, 56, 56, 1362384, 1362384
0, 137, 1370000, 1370000, 56, 56, 1372384, 1372384
0, 138, 1380000, 1380000, 56, 56, 1382384, 1382384
0, 139, 1390000, 1390000, 56, 56, 1392384, 1392384
0, 140, 1400000, 1400000, 56, 56, 1402384, 1402384
0, 141, 1410000, 1410000, 56, 56, 1412384, 1412384
0, 142, 1420000, 1420000, 56, 56, 1422384, 1422384
0, 143, 1430000, 1430000, 56, 56, 1432384, 1432384
0, 144, 1440000, 1440000, 56, 56, 1442384, 1442384
0, 145, 1450000, 1450000, 56, 56, 1452384, 1452384
0, 146, 1460000, 1460000, 56, 56, 1462384, 1462384
0, 147, 1470000, 1470000, 56, 56, 1472384, 1472384
0, 148, 1480000, 1480000, 56, 56, 1482384, 1482384
0, 149, 1490000, 1490000, 56, 56, 1492384, 1492384
0, 150, 1500000, 1500000, 56, 56, 1502384, 1502384
0, 151, 1510000, 1510000, 56, 56, 1512384, 1512384
0, 152, 1520000, 1520000, 56, 56, 1522384, 1522384
0, 153, 1530000, 1530000, 56, 56, 1532384, 1532384
0, 154, 1540000, 1540000, 56, 56, 1542384, 1542384
0, 155, 1550000, 1550000, 56, 56, 1552384, 1552384
0, 156, 1560000, 1560000, 56, 56, 1562384, 1562384
0, 157, 1570000, 1570000, 56, 56, 1572384, 1572384
0, 158, 1580000, 1580000, 56, 56, 1582384, 1582384
0, 159, 1590000, 1590000, 56, 56, 1592384, 1592384
0, 160, 1600000, 1600000, 56, 56, 1602384, 1602384
0, 161, 1610000, 1610000, 56, 56, 1612384, 1612384
0, 162, 1620000, 1620000, 56, 56, 1622384, 1622384
0, 163, 1630000, 1630000, 56, 56, 1632384, 1632384
0, 164, 1640000, 1640000, 56, 56, 1642384, 1642384
0, 165, 1650000, 1650000, 56, 56, 1652384, 1652384
0, 166, 1660000, 1660000, 56, 56, 1662384, 1662384
0, 167, 1670000, 1670000, 56, 56, 1672384, 1672384
0, 168, 1680000, 1680000, 56, 56, 1682384, 1682384
0, 169, 1690000, 1690000, 56, 56, 1692384, 1692384
0, 170, 1700000, 1700000, 56, 56, 1702384, 1702384
0, 171, 1710000, 1710000, 56, 56, 1712384, 1712384
0, 172, 1720000, 1720000, 56, 56, 1722384, 1722384
0, 173, 1730000, 1730000, 56, 56, 1732384, 1732384
0, 174, 1740000, 1740000, 56, 56, 1742384, 1742384
0, 175, 1750000, 1750000, 56, 56, 1752384, 1752384
0, 176, 1760000, 1760000, 56, 56, 1762384, 1762384
0, 177, 1770000, 1770000, 56, 56, 1772384, 1772384
0, 178, 1780000, 1780000, 56, 56, 1782384, 1782384
0, 179, 1790000, 1790000, 56, 56, 1792384, 1792384
0, 180, 1800000, 1800000, 56, 56, 1802384, 1802384
0, 181, 1810000, 1810000, 56, 56, 1812384, 1812384
0, 182, 1820000, 1820000, 56, 56, 1822384, 1822384
0, 183, 1830000, 1830000, 56, 56, 1832384, 1832384
0, 184, 1840000, 1840000, 56, 56, 1842384, 1842384
0, 185, 1850000, 1850000, 56, 56, 1852384, 1852384
0, 186, 1860000, 1860000, 56, 56, 1862384, 1862384
0, 187, 1870000, 1870000, 56, 56, 1872384, 1872384
0, 188, 1880000, 1880000, 56, 56, 1882384, 1882384
0, 189, 1890000, 1890000, 56, 56, 1892384, 1892384
0, 190, 1900000, 1900000, 56, 56, 1902384, 1902384
0, 191, 1910000, 1910000, 56, 56, 1912384, 1912384
0, 192, 1920000, 1920000, 56, 56, 1922384, 1922384
0, 193, 1930000, 1930000, 56, 56, 1932384, 1932384
0, 194, 1940000, 1940000, 56, 56, 1942384, 1942384
0, 195, 1950000, 1950000, 56, 56, 1952384, 1952384
0, 196, 1960000, 1960000, 56, 56, 1962384, 1962384
0, 197, 1970000, 1970000, 56, 56, 1972384, 1972384
0, 198, 1980000, 1980000, 56, 56, 1982384, 1982384
0, 199, 1990000, 1990000, 56, 56, 1992384, 1992384
0, 200, 0, 0, 77, 77, 2384, 2384
0, 201, 10000, 10000, 77, 77, 12384, 12384
0, 202, 20000, 20000, 77, 77, 22384, 22384
0, 203, 30000, 30000, 77, 77, 32384, 32384
0, 204, 40000, 40000, 77, 77, 42384, 42384
0, 205, 50000, 50000, 77, 77, 52384, 52384
0, 206, 60000, 60000, 77, 77, 62384, 62384
0, 207, 70000, 70000, 77, 77, 72384, 72384
0, 208, 80000, 80000, 77, 77, 82384, 82384
0, 209, 90000, 90000, 77, 77, 92384, 92384
0, 210, 100000, 100000, 77, 77, 102384, 102384
0, 211, 110000, 110000, 77, 77, 112384, 112384
0, 212, 120000, 120000, 77, 77, 122384, 122384
0, 213, 130000, 130000, 77, 77, 132384, 132384
0, 214, 140000, 140000, 77, 77, 142384, 142384
0, 215, 150000, 150000, 77, 77, 152384, 152384
0, 216, 160000, 160000, 77, 77, 162384, 162384
0, 217, 170000, 170000, 77, 77, 172384, 172384
0, 218, 180000, 180000, 77, 77, 182384, 182384
0, 219, 190000, 190000, 77, 77, 192384, 192384
0, 220, 200000, 200000, 77, 77, 202384, 202384
0, 221, 210000, 210000, 77, 77, 212384, 212384
0, 222, 220000, 220000, 77, 77, 222384, 222384
0, 223, 230000, 230000, 77, 77, 232384, 232384
0, 224, 240000, 240000, 77, 77, 242384, 242384
0, 225, 250000, 250000, 77, 77, 252384, 252384
0, 226, 260000, 260000, 77, 77, 262384, 262384
0, 227, 270000, 270000, 77, 77, 272384, 272384
0, 228, 280000, 280000, 77, 77, 282384, 282384
0, 229, 290000, 290000, 77, 77, 292384, 292384
0, 230, 300000, 300000, 77, 77, 302384, 302384
0, 231, 310000, 310000, 77, 77, 312384, 312384
0, 232, 320000, 320000, 77, 77, 322384, 322384
0, 233, 330000, 330000, 77, 77, 332384, 332384
0, 234, 340000, 340000, 77, 77, 342384, 342384
0, 235, 350000, 350000, 77, 77, 352384, 352384
0, 236, 360000, 360000, 77, 77, 362384, 362384
0, 237, 370000, 370000, 77, 77, 372384, 372384
0, 238, 380000, 380000, 77, 77, 382384, 382384
0, 239, 390000, 390000, 77, 77, 392384, 392384
0, 240, 400000, 400000, 77, 77, 402384, 402384
0, 241, 410000, 410000, 77, 77, 412384, 412384
0, 242, 420000, 420000, 77, 77, 422384, 422384
0, 243, 430000, 430000, 77, 77, 432384, 432384
0, 244, 440000, 440000, 77, 77, 442384, 442384
0, 245, 450000, 450000, 77, 77, 452384, 452384
0, 246, 460000, 460000, 77, 77, 462384, 462384
0, 247, 470000, 470000, 77, 77, 472384, 472384
0, 248, 480000, 480000, 77, 77, 482384, 482384
0, 249, 490000, 490000, 77, 77, 492384, 492384
0, 250, 500000, 500000, 77, 77, 502384, 502384
0, 251, 510000, 510000, 77, 77, 512384, 512384
0, 252, 520000, 520000, 77, 77, 522384, 522384
0, 253, 530000, 530000, 77, 77, 532384, 532384
0, 254, 540000, 540000, 77, 77, 542384, 542384
0, 255, 550000, 550000, 77, 77, 552384, 552384
0, 256, 560000, 560000, 77, 77, 562384, 562384
0, 257, 570000, 570000, 77, 77, 572384, 572384
0, 258, 580000, 580000, 77, 77, 582384, 582384
0, 259, 590000, 590000, 77, 77, 592384, 592384
0, 260, 600000, 600000, 77, 77, 602384, 602384
0, 261, 610000, 610000, 77, 77, 612384, 612384
0, 262, 620000, 620000, 77, 77, 622384, 622384
0, 263, 630000, 630000, 77, 77, 632384, 632384
0, 264, 640000, 640000, 77, 77, 642384, 642384
0, 265, 650000, 650000, 77, 77, 652384, 652384
0, 266, 660000, 660000, 77, 77, 662384, 662384
0, 267, 670000, 670000, 77, 77, 672384, 672384
0, 268, 680000, 680000, 77, 77, 682384, 682384
0, 269, 690000, 690000, 77, 77, 692384, 692384
0, 270, 700000, 700000, 77, 77, 702384, 702384
0, 271, 710000, 710000, 77, 77, 712384, 712384
0, 272, 720000, 720000, 77, 77, 722384, 722384
0, 273, 730000, 730000, 77, 77, 732384, 732384
0, 274, 740000, 740000, 77, 77, 742384, 742384
0, 275, 750000, 750000, 77, 77, 752384, 752384
0, 276, 760000, 760000, 77, 77, 762384, 762384
0, 277, 770000, 770000, 77, 77, 772384, 772384
0, 278, 780000, 780000, 77, 77, 782384, 782384
0, 279, 790000, 790000, 77, 77, 792384, 792384
0, 280, 800000, 800000, 77, 77, 802384, 802384
0, 281, 810000, 810000, 77, 77, 812384, 812384
0, 282, 820000, 820000, 77, 77, 822384, 822384
0, 283, 830000, 830000, 77, 77, 832384, 832384
0, 284, 840000, 840000, 77, 77, 842384, 842384
0, 285, 850000, 850000, 77, 77, 852384, 852384
0, 286, 860000, 860000, 77, 77, 862384, 862384
0, 287, 870000, 870000, 77, 77, 872384, 872384
0, 288, 880000, 880000, 77, 77, 882384, 882384
0, 289, 890000, 890000, 77, 77, 892384, 892384
0, 290, 900000, 900000, 77, 77, 902384, 902384
0, 291, 910000, 910000, 77, 77, 912384, 912384
0, 292, 920000, 920000, 77, 77, 922384, 922384
0, 293, 930000, 930000, 77, 77, 932384, 932384
0, 294, 940000, 940000, 77, 77, 942384, 942384
0, 295, 950000, 950000, 77, 77, 952384, 952384
0, 296, 960000, 960000, 77, 77, 962384, 962384
